Project;Date;Name;File
vue;2016-12-13;Evan You;vue/test/unit/features/directives/if.spec.js
vue;2016-12-14;chengchao;vue/src/core/vdom/helpers/normalize-children.js
vue;2016-12-14;chengchao;vue/test/unit/modules/vdom/create-element.spec.js
vue;2016-12-13;小秦;vue/dist/README.md
vue;2016-12-12;Evan You;vue/package.json
vue;2016-12-12;Evan You;vue/dist/vue.common.js
vue;2016-12-12;Evan You;vue/dist/vue.js
vue;2016-12-12;Evan You;vue/dist/vue.min.js
vue;2016-12-12;Evan You;vue/dist/vue.runtime.common.js
vue;2016-12-12;Evan You;vue/dist/vue.runtime.js
vue;2016-12-12;Evan You;vue/dist/vue.runtime.min.js
vue;2016-12-12;Evan You;vue/packages/vue-server-renderer/build.js
vue;2016-12-12;Evan You;vue/packages/vue-server-renderer/package.json
vue;2016-12-12;Evan You;vue/packages/vue-template-compiler/build.js
vue;2016-12-12;Evan You;vue/packages/vue-template-compiler/package.json
vue;2016-12-12;Evan You;vue/test/unit/features/directives/model-text.spec.js
vue;2016-12-12;Evan You;vue/src/platforms/web/runtime/modules/attrs.js
vue;2016-12-12;Evan You;vue/src/core/util/options.js
vue;2016-12-12;Evan You;vue/test/unit/features/global-api/assets.spec.js
vue;2016-12-12;Marshall Shen;vue/flow/component.js
vue;2016-12-12;Evan You;vue/src/server/render.js
vue;2016-12-12;Evan You;vue/src/core/vdom/patch.js
vue;2016-12-11;chengchao;vue/src/compiler/parser/index.js
vue;2016-12-11;chengchao;vue/test/unit/features/directives/bind.spec.js
vue;2016-12-10;Phan An;vue/src/core/global-api/extend.js
vue;2016-12-10;Phan An;vue/test/unit/features/options/name.spec.js
vue;2016-12-09;Evan You;vue/src/platforms/web/runtime/directives/model.js
vue;2016-12-09;Evan You;vue/src/platforms/web/runtime/modules/dom-props.js
vue;2016-12-08;Evan You;vue/src/platforms/web/runtime/directives/show.js
vue;2016-12-08;Evan You;vue/src/platforms/web/runtime/modules/transition.js
vue;2016-12-08;Evan You;vue/test/unit/features/transition/transition.spec.js
vue;2016-12-08;Evan You;vue/src/platforms/web/runtime/modules/dom-props.js
vue;2016-12-08;Evan You;vue/src/core/config.js
vue;2016-12-08;Evan You;vue/src/core/instance/render.js
vue;2016-12-08;Evan You;vue/src/shared/util.js
vue;2016-12-09;Hanks;vue/src/core/config.js
vue;2016-12-09;Hanks;vue/src/core/vdom/create-element.js
vue;2016-12-08;Evan You;vue/src/compiler/parser/filter-parser.js
vue;2016-12-08;Evan You;vue/test/unit/features/filter/filter.spec.js
vue;2016-12-08;Evan You;vue/src/core/vdom/patch.js
vue;2016-12-08;Evan You;vue/src/platforms/web/runtime/modules/attrs.js
vue;2016-12-08;Evan You;vue/src/entries/web-runtime.js
vue;2016-12-08;Evan You;vue/src/platforms/web/compiler/directives/model.js
vue;2016-12-08;Evan You;vue/src/platforms/web/runtime/modules/dom-props.js
vue;2016-12-08;Evan You;vue/test/unit/features/directives/model-text.spec.js
vue;2016-12-08;Eduardo San Martin Morote;vue/build/build.js
vue;2016-12-08;Eduardo San Martin Morote;vue/build/config.js
vue;2016-12-08;Eduardo San Martin Morote;vue/src/core/index.js
vue;2016-12-08;Eduardo San Martin Morote;vue/src/entries/weex-framework.js
vue;2016-12-07;Evan You;vue/build/karma.cover.config.js
vue;2016-12-07;Evan You;vue/package.json
vue;2016-12-07;Evan You;vue/src/core/observer/index.js
vue;2016-12-07;Evan You;vue/src/platforms/web/runtime/node-ops.js
vue;2016-12-07;Evan You;vue/src/core/vdom/patch.js
vue;2016-12-07;Evan You;vue/src/platforms/weex/runtime/node-ops.js
vue;2016-12-07;Evan You;vue/test/weex/compiler/compile.spec.js
vue;2016-12-07;Evan You;vue/src/core/util/env.js
vue;2016-12-07;Evan You;vue/src/core/vdom/patch.js
vue;2016-12-07;Evan You;vue/src/platforms/weex/runtime/node-ops.js
vue;2016-12-05;Evan You;vue/test/unit/modules/compiler/codegen.spec.js
vue;2016-12-04;Evan You;vue/flow/component.js
vue;2016-12-04;Evan You;vue/src/compiler/codegen/index.js
vue;2016-12-04;Evan You;vue/src/core/instance/render.js
vue;2016-12-04;Evan You;vue/test/unit/modules/compiler/compiler-options.spec.js
vue;2016-12-04;Evan You;vue/flow/component.js
vue;2016-12-04;Evan You;vue/flow/options.js
vue;2016-12-04;Evan You;vue/flow/vnode.js
vue;2016-12-04;Evan You;vue/src/core/instance/lifecycle.js
vue;2016-12-04;Evan You;vue/src/core/instance/render.js
vue;2016-12-04;Evan You;vue/src/core/vdom/create-component.js
vue;2016-12-04;Evan You;vue/src/core/vdom/create-element.js
vue;2016-12-04;Evan You;vue/src/core/vdom/helpers/normalize-children.js
vue;2016-12-04;Evan You;vue/src/core/vdom/vnode.js
vue;2016-12-03;Evan You;vue/src/core/vdom/create-component.js
vue;2016-12-03;Evan You;vue/src/core/vdom/create-element.js
vue;2016-12-03;Evan You;vue/src/core/vdom/helpers/normalize-children.js
vue;2016-12-03;Evan You;vue/src/core/vdom/vnode.js
vue;2016-12-03;Evan You;vue/test/unit/modules/compiler/codegen.spec.js
vue;2016-12-03;Evan You;vue/test/unit/modules/vdom/modules/directive.spec.js
vue;2016-12-03;Evan You;vue/test/unit/modules/vdom/patch/element.spec.js
vue;2016-12-03;Evan You;vue/flow/component.js
vue;2016-12-03;Evan You;vue/src/compiler/codegen/index.js
vue;2016-12-03;Evan You;vue/src/core/instance/render.js
vue;2016-12-03;Evan You;vue/src/core/vdom/create-component.js
vue;2016-12-03;Evan You;vue/src/core/vdom/create-element.js
vue;2016-12-03;Evan You;vue/src/core/vdom/helpers/normalize-children.js
vue;2016-12-03;Evan You;vue/src/core/vdom/vnode.js
vue;2016-12-03;Evan You;vue/test/unit/features/component/component-async.spec.js
vue;2016-12-03;Evan You;vue/test/unit/modules/vdom/create-element.spec.js
vue;2016-12-02;Evan You;vue/test/unit/modules/vdom/create-element.spec.js
vue;2016-12-02;Evan You;vue/src/core/instance/lifecycle.js
vue;2016-12-02;Evan You;vue/src/core/instance/render.js
vue;2016-12-02;Evan You;vue/src/core/vdom/create-element.js
vue;2016-12-02;Evan You;vue/src/core/vdom/vnode.js
vue;2016-12-02;Evan You;vue/benchmarks/ssr/renderToStream.js
vue;2016-12-02;Evan You;vue/src/core/vdom/helpers/normalize-children.js
vue;2016-12-02;Evan You;vue/src/core/vdom/modules/directives.js
vue;2016-12-02;Evan You;vue/src/platforms/web/runtime/modules/events.js
vue;2016-12-04;Chris Fritz;vue/src/core/instance/state.js
vue;2016-12-02;Evan You;vue/src/platforms/web/util/attrs.js
vue;2016-12-01;Evan You;vue/package.json
vue;2016-12-01;Evan You;vue/dist/vue.common.js
vue;2016-12-01;Evan You;vue/dist/vue.js
vue;2016-12-01;Evan You;vue/dist/vue.min.js
vue;2016-12-01;Evan You;vue/dist/vue.runtime.common.js
vue;2016-12-01;Evan You;vue/dist/vue.runtime.js
vue;2016-12-01;Evan You;vue/dist/vue.runtime.min.js
vue;2016-12-01;Evan You;vue/packages/vue-server-renderer/build.js
vue;2016-12-01;Evan You;vue/packages/vue-server-renderer/package.json
vue;2016-12-01;Evan You;vue/packages/vue-template-compiler/build.js
vue;2016-12-01;Evan You;vue/packages/vue-template-compiler/package.json
vue;2016-12-01;Evan You;vue/src/core/index.js
vue;2016-12-01;Evan You;vue/build/karma.base.config.js
vue;2016-12-01;Evan You;vue/build/release.sh
vue;2016-12-01;Evan You;vue/test/unit/features/directives/model-select.spec.js
vue;2016-12-01;Evan You;vue/src/platforms/web/runtime/modules/transition.js
vue;2016-12-01;Evan You;vue/src/core/instance/proxy.js
vue;2016-12-01;Evan You;vue/flow/component.js
vue;2016-12-01;Evan You;vue/src/compiler/codegen/events.js
vue;2016-12-01;Evan You;vue/src/core/instance/proxy.js
vue;2016-12-01;Evan You;vue/src/core/instance/render.js
vue;2016-12-01;Evan You;vue/src/compiler/parser/html-parser.js
vue;2016-12-01;Evan You;vue/src/core/instance/state.js
vue;2016-12-01;Evan You;vue/src/entries/web-server-renderer.js
vue;2016-12-01;Evan You;vue/src/platforms/web/compiler/index.js
vue;2016-12-01;Evan You;vue/src/platforms/web/compiler/util.js
vue;2016-12-01;Evan You;vue/src/platforms/web/server/modules/dom-props.js
vue;2016-12-01;Evan You;vue/src/platforms/web/server/util.js
vue;2016-12-01;Evan You;vue/src/platforms/web/util/attrs.js
vue;2016-12-01;Evan You;vue/src/platforms/web/util/element.js
vue;2016-11-30;Evan You;vue/test/unit/features/component/component-keep-alive.spec.js
vue;2016-11-30;Evan You;vue/src/core/vdom/patch.js
vue;2016-11-30;Evan You;vue/src/platforms/web/runtime/modules/transition.js
vue;2016-11-30;Evan You;vue/test/unit/features/component/component-keep-alive.spec.js
vue;2016-11-30;Evan You;vue/src/core/vdom/create-component.js
vue;2016-11-30;Evan You;vue/src/core/vdom/patch.js
vue;2016-11-30;Evan You;vue/test/unit/modules/vdom/create-component.spec.js
vue;2016-12-01;chengchao;vue/src/platforms/web/util/style.js
vue;2016-12-01;chengchao;vue/test/unit/features/directives/static-style-parser.spec.js
vue;2016-11-30;Evan You;vue/src/core/instance/events.js
vue;2016-11-30;Evan You;vue/src/core/vdom/helpers/update-listeners.js
vue;2016-11-30;Evan You;vue/src/platforms/web/runtime/modules/events.js
vue;2016-11-30;Evan You;vue/test/unit/features/directives/on.spec.js
vue;2016-12-01;chengchao;vue/flow/component.js
vue;2016-12-01;chengchao;vue/src/compiler/codegen/events.js
vue;2016-12-01;chengchao;vue/src/core/instance/render.js
vue;2016-12-01;chengchao;vue/test/unit/features/directives/on.spec.js
vue;2016-12-01;chengchao;vue/test/unit/modules/compiler/codegen.spec.js
vue;2016-12-01;Changyu Geng;vue/src/compiler/helpers.js
vue;2016-12-01;Changyu Geng;vue/src/core/vdom/helpers/update-listeners.js
vue;2016-12-01;Changyu Geng;vue/src/platforms/web/runtime/modules/events.js
vue;2016-12-01;Changyu Geng;vue/test/unit/features/directives/on.spec.js
vue;2016-12-01;Changyu Geng;vue/test/unit/modules/compiler/codegen.spec.js
vue;2016-11-29;勾三股四;vue/src/platforms/weex/compiler/modules/append.js
vue;2016-11-29;kazuya kawaguchi;vue/examples/commits/index.html
vue;2016-11-29;kazuya kawaguchi;vue/examples/elastic-header/index.html
vue;2016-11-29;kazuya kawaguchi;vue/examples/firebase/index.html
vue;2016-11-29;kazuya kawaguchi;vue/examples/modal/index.html
vue;2016-11-29;kazuya kawaguchi;vue/examples/select2/index.html
vue;2016-11-29;kazuya kawaguchi;vue/examples/svg/index.html
vue;2016-11-29;kazuya kawaguchi;vue/examples/tree/index.html
vue;2016-11-26;Evan You;vue/build/git-hooks/pre-commit
vue;2016-11-26;Evan You;vue/packages/weex-template-compiler/build.js
vue;2016-11-26;Evan You;vue/packages/weex-template-compiler/package.json
vue;2016-11-26;Evan You;vue/packages/weex-vue-framework/index.js
vue;2016-11-26;Evan You;vue/packages/weex-vue-framework/package.json
vue;2016-11-25;Evan You;vue/.eslintrc
vue;2016-11-25;Evan You;vue/build/config.js
vue;2016-11-25;Evan You;vue/build/karma.base.config.js
vue;2016-11-25;Evan You;vue/flow/compiler.js
vue;2016-11-25;Evan You;vue/flow/options.js
vue;2016-11-25;Evan You;vue/src/core/instance/init.js
vue;2016-11-25;Evan You;vue/src/core/instance/lifecycle.js
vue;2016-11-25;Evan You;vue/src/core/vdom/create-component.js
vue;2016-11-25;Evan You;vue/src/core/vdom/patch.js
vue;2016-11-25;Evan You;vue/src/platforms/weex/compiler/modules/append.js
vue;2016-11-25;Evan You;vue/src/platforms/weex/runtime/node-ops.js
vue;2016-11-25;Evan You;vue/src/platforms/weex/runtime/patch.js
vue;2016-11-25;Evan You;vue/.github/CONTRIBUTING.md
vue;2016-11-25;Evan You;vue/build/git-hooks/pre-commit
vue;2016-11-25;Evan You;vue/.github/CONTRIBUTING.md
vue;2016-11-25;Evan You;vue/build/git-hooks/pre-commit
vue;2016-11-25;Evan You;vue/package.json
vue;2016-11-25;Evan You;vue/package.json
vue;2016-11-25;Evan You;vue/test/ssr/.eslintrc
vue;2016-11-25;Evan You;vue/test/unit/.eslintrc
vue;2016-11-25;Evan You;vue/test/weex/.eslintrc
vue;2016-11-25;Evan You;vue/src/core/instance/render.js
vue;2016-11-25;Evan You;vue/src/core/instance/lifecycle.js
vue;2016-11-25;Evan You;vue/src/core/instance/render.js
vue;2016-11-25;Evan You;vue/test/unit/features/component/component-slot.spec.js
vue;2016-11-26;katashin;vue/types/test/options-test.ts
vue;2016-11-26;katashin;vue/types/test/vue-test.ts
vue;2016-11-26;katashin;vue/types/vnode.d.ts
vue;2016-11-26;katashin;vue/types/vue.d.ts
vue;2016-11-26;chengchao;vue/src/compiler/optimizer.js
vue;2016-11-25;Evan You;vue/flow/compiler.js
vue;2016-11-25;Evan You;vue/src/compiler/codegen/index.js
vue;2016-11-25;Evan You;vue/src/compiler/optimizer.js
vue;2016-11-25;Evan You;vue/src/compiler/parser/index.js
vue;2016-11-25;Evan You;vue/test/unit/modules/compiler/optimizer.spec.js
vue;2016-11-25;Evan You;vue/test/unit/modules/compiler/parser.spec.js
vue;2016-11-24;Evan You;vue/src/core/instance/render.js
vue;2016-11-24;Evan You;vue/test/unit/features/transition/transition.spec.js
vue;2016-11-24;Evan You;vue/test/unit/features/component/component-keep-alive.spec.js
vue;2016-11-24;Evan You;vue/test/unit/features/component/component.spec.js
vue;2016-11-24;Evan You;vue/test/unit/features/options/data.spec.js
vue;2016-11-24;Evan You;vue/test/unit/features/options/lifecycle.spec.js
vue;2016-11-24;Evan You;vue/test/unit/features/options/mixins.spec.js
vue;2016-11-24;Evan You;vue/test/unit/features/options/parent.spec.js
vue;2016-11-24;Evan You;vue/test/unit/modules/vdom/create-component.spec.js
vue;2016-11-24;Evan You;vue/flow/vnode.js
vue;2016-11-24;Evan You;vue/src/compiler/codegen/index.js
vue;2016-11-24;Evan You;vue/src/core/vdom/patch.js
vue;2016-11-24;Evan You;vue/src/core/instance/render.js
vue;2016-11-24;Evan You;vue/src/core/observer/watcher.js
vue;2016-11-24;Evan You;vue/src/core/util/env.js
vue;2016-11-24;Evan You;vue/test/unit/features/global-api/config.spec.js
vue;2016-11-24;Evan You;vue/test/unit/modules/compiler/codegen.spec.js
vue;2016-11-24;Evan You;vue/test/unit/modules/compiler/optimizer.spec.js
vue;2016-11-24;Evan You;vue/test/unit/modules/compiler/parser.spec.js
vue;2016-11-24;Evan You;vue/test/helpers/to-have-been-warned.js
vue;2016-11-24;Evan You;vue/test/helpers/wait-for-update.js
vue;2016-11-24;Evan You;vue/test/unit/features/directives/style.spec.js
vue;2016-11-24;Evan You;vue/src/core/util/env.js
vue;2016-11-24;Evan You;vue/test/unit/features/directives/style.spec.js
vue;2016-11-24;Evan You;vue/src/platforms/web/runtime/modules/style.js
vue;2016-11-24;Evan You;vue/src/core/instance/state.js
vue;2016-11-24;Evan You;vue/test/unit/features/options/data.spec.js
vue;2016-11-23;Evan You;vue/package.json
vue;2016-11-23;Evan You;vue/dist/vue.common.js
vue;2016-11-23;Evan You;vue/dist/vue.js
vue;2016-11-23;Evan You;vue/dist/vue.min.js
vue;2016-11-23;Evan You;vue/dist/vue.runtime.common.js
vue;2016-11-23;Evan You;vue/dist/vue.runtime.js
vue;2016-11-23;Evan You;vue/dist/vue.runtime.min.js
vue;2016-11-23;Evan You;vue/packages/vue-server-renderer/package.json
vue;2016-11-23;Evan You;vue/packages/vue-template-compiler/package.json
vue;2016-11-23;Evan You;vue/src/core/index.js
vue;2016-11-23;Evan You;vue/package.json
vue;2016-11-23;Evan You;vue/dist/vue.common.js
vue;2016-11-23;Evan You;vue/dist/vue.js
vue;2016-11-23;Evan You;vue/dist/vue.min.js
vue;2016-11-23;Evan You;vue/dist/vue.runtime.common.js
vue;2016-11-23;Evan You;vue/dist/vue.runtime.js
vue;2016-11-23;Evan You;vue/dist/vue.runtime.min.js
vue;2016-11-23;Evan You;vue/packages/vue-server-renderer/build.js
vue;2016-11-23;Evan You;vue/packages/vue-server-renderer/package.json
vue;2016-11-23;Evan You;vue/packages/vue-template-compiler/build.js
vue;2016-11-23;Evan You;vue/packages/vue-template-compiler/package.json
vue;2016-11-23;Evan You;vue/src/core/instance/proxy.js
vue;2016-11-23;Evan You;vue/flow/component.js
vue;2016-11-23;Evan You;vue/src/core/instance/render.js
vue;2016-11-23;Evan You;vue/src/core/instance/proxy.js
vue;2016-11-23;Evan You;vue/test/unit/features/instance/render-proxy.spec.js
vue;2016-11-23;Evan You;vue/package.json
vue;2016-11-23;Evan You;vue/dist/vue.common.js
